1.05069	31	27	1050.69
1.0163	33	25	1016.3
1.03422	33	23	1034.22
1.06627	32	21	1066.27
1.12182	33	19	1121.82
1.25944	36	18	1259.44
1.13549	35	17	1135.49
1.07554	33	16	1075.54
0.987366	31	15	987.366
0.983883	30	14	983.883
0.98634	31	13	986.34
1.01243	34	12	1012.43
0.996187	32	12	996.187
0.982134	34	12	982.134
0.979971	36	12	979.971
1.02191	32	12	1021.91
1.25054	28	12	1250.54
1.30152	21	12	1301.52
2.12909	22	12	2129.09
1.87984	29	12	1879.84
1.89084	36	12	1890.84
1.9167	33	12	1916.7
1.92085	27	12	1920.85
1.88652	34	12	1886.52
1.91588	37	12	1915.88
1.87821	38	12	1878.21
1.91277	39	12	1912.77
1.95296	32	12	1952.96
2.00903	29	12	2009.03
1.93844	33	12	1938.44
1.9931	27	12	1993.1
1.96849	29	12	1968.49
1.94091	32	12	1940.91
1.94027	40	12	1940.27
1.97059	36	12	1970.59
1.95058	37	12	1950.58
1.88444	36	12	1884.44
1.86736	29	12	1867.36
1.8679	34	12	1867.9
1.84599	33	12	1845.99
1.81722	27	12	1817.22
1.91645	22	12	1916.45
1.71278	37	12	1712.78
1.45027	33	12	1450.27
1.55077	22	12	1550.77
1.20881	25	12	1208.81
1.07612	32	12	1076.12
1.01301	34	12	1013.01
1.01814	35		1018.14
number of tracks: 50			
1.00279	35	33	
1.08016	40	31	
1.36528	33	30	
1.57269	35	29	
1.61505	35	28	
1.50989	41	27	
1.55907	37	26	
1.43797	37	25	
1.44309	32	25	
1.44413	32	25	
1.39587	35	25	
1.40757	33	25	
1.3941	33	25	
1.39884	39	25	
1.0039	37	25	
1.00499	31	25	
0.999305	34	25	
1.00308	46	25	
1.01454	46	25	
1.00891	45	25	
1.00341	49	25	
1.00338	43	25	
1.06049	43	25	
1.62799	47	25	
1.35913	49	25	
2.71265	46	25	
2.21592	47	25	
1.83601	45	25	
1.83601	47	25	
1.81824	47	25	
1.91134	45	25	
1.84503	47	25	
1.95122	49	25	
1.95196	46	25	
1.99777	48	25	
1.89882	44	25	
1.91101	45	25	
1.89079	43	25	
1.89138	38	25	
1.86775	40	25	
1.94983	43	25	
2.03581	44	25	
1.94561	52	25	
1.97804	48	25	
2.05829	40	25	
2.01675	46	25	
1.94912	47	25	
1.97149	40	25	
1.9415	46	25	
1.9615	40		
number of tracks: 50			
1.95925	43	41	
2.06485	38	39	
2.03714	38	37	
2.00142	43	35	
2.05327	47	33	
2.00814	48	31	
2.02726	39	29	
2.16222	36	27	
2.05273	42	25	
2.06223	42	23	
2.1743	39	21	
2.10503	40	19	
2.06369	42	18	
2.04842	46	17	
2.06226	45	16	
2.06281	53	15	
1.99259	51	14	
2.02481	32	13	
2.01948	31	12	
2.02433	30	10	
1.68206	31	8	
1.35442	35	6	
1.69318	35	4	
1.05736	33	3	
1.10869	36	0	
1.03056	28	0	
1.33537	30	0	
1.43053	23		
